   PHI1    PHI2     PHI       ODF
   50.00   60.00   80.00   0.943245E+00
   55.00   60.00   80.00   0.961989E+00
   60.00   60.00   80.00   0.138173E+01
   65.00   60.00   80.00   0.146179E+01
   70.00   60.00   80.00   0.148316E+01
   75.00   60.00   80.00   0.157485E+01
   80.00   60.00   80.00   0.162509E+01
   85.00   60.00   80.00   0.171158E+01
   90.00   60.00   80.00   0.187062E+01
    0.00   65.00   80.00   0.289607E+00
    5.00   65.00   80.00   0.304953E+00
   10.00   65.00   80.00   0.307908E+00
   15.00   65.00   80.00   0.346851E+00
   20.00   65.00   80.00   0.332187E+00
   25.00   65.00   80.00   0.275937E+00
   30.00   65.00   80.00   0.271310E+00
   35.00   65.00   80.00   0.307796E+00
   40.00   65.00   80.00   0.172631E+01
   45.00   65.00   80.00   0.176552E+01
   50.00   65.00   80.00   0.175415E+01
   55.00   65.00   80.00   0.180150E+01
   60.00   65.00   80.00   0.170811E+01
   65.00   65.00   80.00   0.170793E+01
   70.00   65.00   80.00   0.169100E+01
   75.00   65.00   80.00   0.167977E+01
   80.00   65.00   80.00   0.174397E+01
   85.00   65.00   80.00   0.298196E+00
   90.00   65.00   80.00   0.297491E+00
    0.00   70.00   80.00   0.233017E+00
    5.00   70.00   80.00   0.207647E+00
   10.00   70.00   80.00   0.248245E+00
   15.00   70.00   80.00   0.228392E+00
   20.00   70.00   80.00   0.217349E+00
   25.00   70.00   80.00   0.186079E+00
   30.00   70.00   80.00   0.158184E+00
   35.00   70.00   80.00   0.160368E+00
   40.00   70.00   80.00   0.155375E+01
   45.00   70.00   80.00   0.134102E+00
   50.00   70.00   80.00   0.162944E+01
   55.00   70.00   80.00   0.162842E+01
   60.00   70.00   80.00   0.151649E+01
   65.00   70.00   80.00   0.148539E+01
   70.00   70.00   80.00   0.118126E+00
   75.00   70.00   80.00   0.158005E+00
   80.00   70.00   80.00   0.198855E+00
   85.00   70.00   80.00   0.236110E+00
   90.00   70.00   80.00   0.270646E+00
    0.00   75.00   80.00   0.691709E-01
    5.00   75.00   80.00   0.700292E-01
   10.00   75.00   80.00   0.625652E-01
   15.00   75.00   80.00   0.712782E-01
   20.00   75.00   80.00   0.720614E-01
   25.00   75.00   80.00   0.614256E-01
   30.00   75.00   80.00   0.145921E+01
   35.00   75.00   80.00   0.157371E+01
   40.00   75.00   80.00   0.114282E+00
   45.00   75.00   80.00   0.102405E+00
   50.00   75.00   80.00   0.114659E+00
   55.00   75.00   80.00   0.183553E+01
   60.00   75.00   80.00   0.851262E-01
   65.00   75.00   80.00   0.692962E-01
   70.00   75.00   80.00   0.655058E-01
   75.00   75.00   80.00   0.544664E-01
   80.00   75.00   80.00   0.655599E-01
   85.00   75.00   80.00   0.740711E-01
   90.00   75.00   80.00   0.709631E-01
    0.00   80.00   80.00   0.246226E+00
    5.00   80.00   80.00   0.214335E+00
   10.00   80.00   80.00   0.183102E+01
   15.00   80.00   80.00   0.181973E+01
   20.00   80.00   80.00   0.200282E+01
   25.00   80.00   80.00   0.222823E+01
   30.00   80.00   80.00   0.243210E+01
   35.00   80.00   80.00   0.268264E+01
   40.00   80.00   80.00   0.285308E+01
   45.00   80.00   80.00   0.291867E+01
   50.00   80.00   80.00   0.286630E+01
   55.00   80.00   80.00   0.274305E+01
   60.00   80.00   80.00   0.249407E+01
   65.00   80.00   80.00   0.230969E+01
   70.00   80.00   80.00   0.206623E+01
   75.00   80.00   80.00   0.181854E+01
   80.00   80.00   80.00   0.185177E+01
   85.00   80.00   80.00   0.184209E+01
   90.00   80.00   80.00   0.228405E+00
    0.00   85.00   80.00   0.305299E+00
    5.00   85.00   80.00   0.419064E+00
   10.00   85.00   80.00   0.572644E+00
   15.00   85.00   80.00   0.207178E+01
   20.00   85.00   80.00   0.219640E+01
   25.00   85.00   80.00   0.237379E+01
   30.00   85.00   80.00   0.255785E+01
   35.00   85.00   80.00   0.281125E+01
   40.00   85.00   80.00   0.295104E+01
   45.00   85.00   80.00   0.293677E+01
   50.00   85.00   80.00   0.278037E+01
   55.00   85.00   80.00   0.269920E+01
   60.00   85.00   80.00   0.260666E+01
   65.00   85.00   80.00   0.250030E+01
   70.00   85.00   80.00   0.238734E+01
   75.00   85.00   80.00   0.707241E+00
   80.00   85.00   80.00   0.265566E+00
   85.00   85.00   80.00   0.292503E+00
   90.00   85.00   80.00   0.306421E+00
    0.00   90.00   80.00   0.401273E+00
    5.00   90.00   80.00   0.396260E+00
   10.00   90.00   80.00   0.466963E+00
   15.00   90.00   80.00   0.517691E+00
   20.00   90.00   80.00   0.569918E+00
   25.00   90.00   80.00   0.250462E+01
   30.00   90.00   80.00   0.281774E+01
   35.00   90.00   80.00   0.298454E+01
   40.00   90.00   80.00   0.327186E+01
   45.00   90.00   80.00   0.325376E+01
   50.00   90.00   80.00   0.331588E+01
   55.00   90.00   80.00   0.303313E+01
   60.00   90.00   80.00   0.290887E+01
   65.00   90.00   80.00   0.271056E+01
   70.00   90.00   80.00   0.370465E+00
   75.00   90.00   80.00   0.331254E+00
   80.00   90.00   80.00   0.324421E+00
   85.00   90.00   80.00   0.370006E+00
   90.00   90.00   80.00   0.448061E+00
    0.00    0.00   85.00   0.119549E+01
    5.00    0.00   85.00   0.120292E+01
   10.00    0.00   85.00   0.961705E+00
   15.00    0.00   85.00   0.108265E+01
   20.00    0.00   85.00   0.128601E+01
   25.00    0.00   85.00   0.199197E+01
   30.00    0.00   85.00   0.200734E+01
   35.00    0.00   85.00   0.202152E+01
   40.00    0.00   85.00   0.203428E+01
   45.00    0.00   85.00   0.198958E+01
   50.00    0.00   85.00   0.192610E+01
   55.00    0.00   85.00   0.179882E+01
   60.00    0.00   85.00   0.175022E+01
   65.00    0.00   85.00   0.168187E+01
   70.00    0.00   85.00   0.694140E+00
   75.00    0.00   85.00   0.599717E+00
   80.00    0.00   85.00   0.530293E+00
   85.00    0.00   85.00   0.571157E+00
   90.00    0.00   85.00   0.695819E+00
    0.00    5.00   85.00   0.484143E+00
    5.00    5.00   85.00   0.567830E+00
   10.00    5.00   85.00   0.640540E+00
   15.00    5.00   85.00   0.684762E+00
   20.00    5.00   85.00   0.778284E+00
   25.00    5.00   85.00   0.395762E+01
   30.00    5.00   85.00   0.430646E+01
   35.00    5.00   85.00   0.463762E+01
   40.00    5.00   85.00   0.496593E+01
   45.00    5.00   85.00   0.539607E+01
   50.00    5.00   85.00   0.491331E+01
   55.00    5.00   85.00   0.460686E+01
   60.00    5.00   85.00   0.427159E+01
   65.00    5.00   85.00   0.394005E+01
   70.00    5.00   85.00   0.770497E+00
   75.00    5.00   85.00   0.681683E+00
   80.00    5.00   85.00   0.637393E+00
   85.00    5.00   85.00   0.561973E+00
   90.00    5.00   85.00   0.479253E+00
    0.00   10.00   85.00   0.316696E+00
    5.00   10.00   85.00   0.398124E+00
   10.00   10.00   85.00   0.432424E+00
   15.00   10.00   85.00   0.249297E+01
   20.00   10.00   85.00   0.260733E+01
   25.00   10.00   85.00   0.288562E+01
   30.00   10.00   85.00   0.325927E+01
   35.00   10.00   85.00   0.359023E+01
   40.00   10.00   85.00   0.381826E+01
   45.00   10.00   85.00   0.397423E+01
   50.00   10.00   85.00   0.385640E+01
   55.00   10.00   85.00   0.382040E+01
   60.00   10.00   85.00   0.343203E+01
   65.00   10.00   85.00   0.305832E+01
   70.00   10.00   85.00   0.285832E+01
   75.00   10.00   85.00   0.441157E+00
   80.00   10.00   85.00   0.413503E+00
   85.00   10.00   85.00   0.332267E+00
   90.00   10.00   85.00   0.306055E+00
    0.00   15.00   85.00   0.683093E-01
    5.00   15.00   85.00   0.580068E-01
   10.00   15.00   85.00   0.639943E-01
   15.00   15.00   85.00   0.713062E-01
   20.00   15.00   85.00   0.547421E-01
   25.00   15.00   85.00   0.144684E+01
   30.00   15.00   85.00   0.165076E+01
   35.00   15.00   85.00   0.192150E+01
   40.00   15.00   85.00   0.209934E+01
   45.00   15.00   85.00   0.218582E+01
   50.00   15.00   85.00   0.235649E+01
   55.00   15.00   85.00   0.100753E+00
   60.00   15.00   85.00   0.739282E-01
   65.00   15.00   85.00   0.779915E-01
   70.00   15.00   85.00   0.601307E-01
   75.00   15.00   85.00   0.660613E-01
   80.00   15.00   85.00   0.848849E-01
   85.00   15.00   85.00   0.788560E-01
   90.00   15.00   85.00   0.812431E-01
    0.00   20.00   85.00   0.196667E+00
    5.00   20.00   85.00   0.216672E+00
   10.00   20.00   85.00   0.191736E+00
   15.00   20.00   85.00   0.177787E+00
   20.00   20.00   85.00   0.986441E+00
   25.00   20.00   85.00   0.108821E+01
   30.00   20.00   85.00   0.123706E+01
   35.00   20.00   85.00   0.140323E+01
   40.00   20.00   85.00   0.157655E+01
   45.00   20.00   85.00   0.174571E+01
   50.00   20.00   85.00   0.186123E+01
   55.00   20.00   85.00   0.187712E+01
   60.00   20.00   85.00   0.154800E+00
   65.00   20.00   85.00   0.143536E+00
   70.00   20.00   85.00   0.190381E+00
   75.00   20.00   85.00   0.236255E+00
   80.00   20.00   85.00   0.269105E+00
   85.00   20.00   85.00   0.293886E+00
   90.00   20.00   85.00   0.309462E+00
    0.00   25.00   85.00   0.254965E+00
    5.00   25.00   85.00   0.253052E+00
   10.00   25.00   85.00   0.259799E+00
   15.00   25.00   85.00   0.225193E+00
   20.00   25.00   85.00   0.876433E+00
   25.00   25.00   85.00   0.852860E+00
   30.00   25.00   85.00   0.787566E+00
   35.00   25.00   85.00   0.829899E+00
   40.00   25.00   85.00   0.101003E+01
   45.00   25.00   85.00   0.116849E+01
   50.00   25.00   85.00   0.123844E+01
   55.00   25.00   85.00   0.157586E+01
   60.00   25.00   85.00   0.172654E+01
   65.00   25.00   85.00   0.186344E+01
   70.00   25.00   85.00   0.207992E+00
   75.00   25.00   85.00   0.297347E+00
   80.00   25.00   85.00   0.342873E+00
   85.00   25.00   85.00   0.284617E+00
   90.00   25.00   85.00   0.261167E+00
    0.00   30.00   85.00   0.708958E+00
    5.00   30.00   85.00   0.719844E+00
   10.00   30.00   85.00   0.714049E+00
   15.00   30.00   85.00   0.726346E+00
   20.00   30.00   85.00   0.764841E+00
   25.00   30.00   85.00   0.817975E+00
   30.00   30.00   85.00   0.881169E+00
   35.00   30.00   85.00   0.945646E+00
   40.00   30.00   85.00   0.110129E+01
   45.00   30.00   85.00   0.130431E+01
   50.00   30.00   85.00   0.150752E+01
   55.00   30.00   85.00   0.184074E+01
   60.00   30.00   85.00   0.402080E-01
   65.00   30.00   85.00   0.349537E-01
   70.00   30.00   85.00   0.234103E+01
   75.00   30.00   85.00   0.236703E+01
   80.00   30.00   85.00   0.234012E+01
   85.00   30.00   85.00   0.229235E+01
   90.00   30.00   85.00   0.219243E+01
    0.00   35.00   85.00   0.139540E+01
    5.00   35.00   85.00   0.146194E+01
   10.00   35.00   85.00   0.145798E+01
   15.00   35.00   85.00   0.136933E+01
   20.00   35.00   85.00   0.133288E+01
   25.00   35.00   85.00   0.135650E+01
   30.00   35.00   85.00   0.129776E+01
   35.00   35.00   85.00   0.131273E+01
   40.00   35.00   85.00   0.145135E+01
   45.00   35.00   85.00   0.159983E+01
   50.00   35.00   85.00   0.180530E+01
   55.00   35.00   85.00   0.212648E+01
   60.00   35.00   85.00   0.258960E+01
   65.00   35.00   85.00   0.294091E+01
   70.00   35.00   85.00   0.310873E+01
   75.00   35.00   85.00   0.326848E+01
   80.00   35.00   85.00   0.362378E+01
   85.00   35.00   85.00   0.396758E+01
   90.00   35.00   85.00   0.401180E+01
    0.00   40.00   85.00   0.148302E+01
    5.00   40.00   85.00   0.685062E+00
   10.00   40.00   85.00   0.636053E+00
   15.00   40.00   85.00   0.728201E+00
   20.00   40.00   85.00   0.644197E+00
   25.00   40.00   85.00   0.136489E+01
   30.00   40.00   85.00   0.126893E+01
   35.00   40.00   85.00   0.118787E+01
   40.00   40.00   85.00   0.126935E+01
   45.00   40.00   85.00   0.137131E+01
   50.00   40.00   85.00   0.220786E+01
   55.00   40.00   85.00   0.285076E+01
   60.00   40.00   85.00   0.235766E+00
   65.00   40.00   85.00   0.428172E+01
   70.00   40.00   85.00   0.494050E+01
   75.00   40.00   85.00   0.549072E+01
   80.00   40.00   85.00   0.587912E+01
   85.00   40.00   85.00   0.619782E+01
   90.00   40.00   85.00   0.637973E+01
    0.00   45.00   85.00   0.112978E+01
    5.00   45.00   85.00   0.953961E+00
   10.00   45.00   85.00   0.112315E+01
   15.00   45.00   85.00   0.122080E+01
   20.00   45.00   85.00   0.102867E+01
   25.00   45.00   85.00   0.103632E+01
   30.00   45.00   85.00   0.102230E+01
   35.00   45.00   85.00   0.103199E+01
   40.00   45.00   85.00   0.117408E+01
   45.00   45.00   85.00   0.123237E+01
   50.00   45.00   85.00   0.154208E+01
   55.00   45.00   85.00   0.346352E+00
   60.00   45.00   85.00   0.445272E+01
   65.00   45.00   85.00   0.555085E+01
   70.00   45.00   85.00   0.565563E+00
   75.00   45.00   85.00   0.147614E+01
   80.00   45.00   85.00   0.123193E+01
   85.00   45.00   85.00   0.135652E+01
   90.00   45.00   85.00   0.124061E+01
    0.00   50.00   85.00   0.148302E+01
    5.00   50.00   85.00   0.134322E+01
   10.00   50.00   85.00   0.139586E+01
   15.00   50.00   85.00   0.137253E+01
   20.00   50.00   85.00   0.125275E+01
   25.00   50.00   85.00   0.123949E+01
   30.00   50.00   85.00   0.131988E+01
   35.00   50.00   85.00   0.143777E+01
   40.00   50.00   85.00   0.172198E+01
   45.00   50.00   85.00   0.203244E+01
   50.00   50.00   85.00   0.222326E+01
   55.00   50.00   85.00   0.269944E+01
   60.00   50.00   85.00   0.339866E+01
   65.00   50.00   85.00   0.437120E+01
   70.00   50.00   85.00   0.849145E+00
   75.00   50.00   85.00   0.996323E+00
   80.00   50.00   85.00   0.122993E+01
   85.00   50.00   85.00   0.133254E+01
   90.00   50.00   85.00   0.637973E+01
    0.00   55.00   85.00   0.139540E+01
    5.00   55.00   85.00   0.136259E+01
   10.00   55.00   85.00   0.134174E+01
   15.00   55.00   85.00   0.127349E+01
   20.00   55.00   85.00   0.118766E+01
   25.00   55.00   85.00   0.116640E+01
   30.00   55.00   85.00   0.116577E+01
   35.00   55.00   85.00   0.122404E+01
   40.00   55.00   85.00   0.133653E+01
   45.00   55.00   85.00   0.151772E+01
   50.00   55.00   85.00   0.179751E+01
   55.00   55.00   85.00   0.211747E+01
   60.00   55.00   85.00   0.247028E+01
   65.00   55.00   85.00   0.293889E+01
   70.00   55.00   85.00   0.121521E+01
   75.00   55.00   85.00   0.132978E+01
   80.00   55.00   85.00   0.137211E+01
   85.00   55.00   85.00   0.132069E+01
   90.00   55.00   85.00   0.401180E+01
    0.00   60.00   85.00   0.708959E+00
    5.00   60.00   85.00   0.719806E+00
   10.00   60.00   85.00   0.733965E+00
   15.00   60.00   85.00   0.707612E+00
   20.00   60.00   85.00   0.725084E+00
   25.00   60.00   85.00   0.902707E+00
   30.00   60.00   85.00   0.997616E+00
   35.00   60.00   85.00   0.963056E+00
   40.00   60.00   85.00   0.111640E+01
   45.00   60.00   85.00   0.133210E+01
   50.00   60.00   85.00   0.136510E+01
   55.00   60.00   85.00   0.154762E+01
   60.00   60.00   85.00   0.164326E+01
   65.00   60.00   85.00   0.624190E-01
   70.00   60.00   85.00   0.181297E+01
   75.00   60.00   85.00   0.190296E+01
   80.00   60.00   85.00   0.196591E+01
   85.00   60.00   85.00   0.204068E+01
   90.00   60.00   85.00   0.219243E+01
    0.00   65.00   85.00   0.254965E+00
    5.00   65.00   85.00   0.259623E+00
   10.00   65.00   85.00   0.275023E+00
   15.00   65.00   85.00   0.292011E+00
   20.00   65.00   85.00   0.255496E+00
   25.00   65.00   85.00   0.136152E+01
   30.00   65.00   85.00   0.804346E+00
   35.00   65.00   85.00   0.909533E+00
   40.00   65.00   85.00   0.988067E+00
   45.00   65.00   85.00   0.103758E+01
   50.00   65.00   85.00   0.104897E+01
   55.00   65.00   85.00   0.112003E+01
   60.00   65.00   85.00   0.121089E+01
   65.00   65.00   85.00   0.124485E+01
   70.00   65.00   85.00   0.125108E+01
   75.00   65.00   85.00   0.126312E+01
   80.00   65.00   85.00   0.234013E+00
   85.00   65.00   85.00   0.280835E+00
   90.00   65.00   85.00   0.261166E+00
    0.00   70.00   85.00   0.196667E+00
    5.00   70.00   85.00   0.219158E+00
   10.00   70.00   85.00   0.228256E+00
   15.00   70.00   85.00   0.219563E+00
   20.00   70.00   85.00   0.204620E+00
   25.00   70.00   85.00   0.174400E+00
   30.00   70.00   85.00   0.153492E+00
   35.00   70.00   85.00   0.125890E+01
   40.00   70.00   85.00   0.129659E+01
   45.00   70.00   85.00   0.131291E+01
   50.00   70.00   85.00   0.136097E+01
   55.00   70.00   85.00   0.146627E+01
   60.00   70.00   85.00   0.151461E+01
   65.00   70.00   85.00   0.148907E+01
   70.00   70.00   85.00   0.145941E+00
   75.00   70.00   85.00   0.187308E+00
   80.00   70.00   85.00   0.232186E+00
   85.00   70.00   85.00   0.261694E+00
   90.00   70.00   85.00   0.309462E+00
    0.00   75.00   85.00   0.683093E-01
    5.00   75.00   85.00   0.623070E-01
   10.00   75.00   85.00   0.621050E-01
   15.00   75.00   85.00   0.811219E-01
   20.00   75.00   85.00   0.742760E-01
   25.00   75.00   85.00   0.677688E-01
   30.00   75.00   85.00   0.790054E-01
   35.00   75.00   85.00   0.162553E+01
   40.00   75.00   85.00   0.164928E+01
   45.00   75.00   85.00   0.168167E+01
   50.00   75.00   85.00   0.179433E+01
   55.00   75.00   85.00   0.104867E+00
   60.00   75.00   85.00   0.744976E-01
   65.00   75.00   85.00   0.753359E-01
   70.00   75.00   85.00   0.635554E-01
   75.00   75.00   85.00   0.585124E-01
   80.00   75.00   85.00   0.809231E-01
   85.00   75.00   85.00   0.835213E-01
   90.00   75.00   85.00   0.812431E-01
    0.00   80.00   85.00   0.316696E+00
    5.00   80.00   85.00   0.292131E+00
   10.00   80.00   85.00   0.271107E+00
   15.00   80.00   85.00   0.718777E+00
   20.00   80.00   85.00   0.647492E+00
   25.00   80.00   85.00   0.248723E+01
